Group 6
3
527.03
14

103,15,6,34,56,18,84,68,65,104
3.055728090000841,12.0,29.0,41.0,47.242640687119284,54.40491834728766,69.06682213697826,74.06682213697826,81.06682213697826,83.30289011447805

103,8,42,45,58,9,92,59,95,103
12.0,13.0,34.0,62.0,67.0,77.0,83.24264068711929,89.71477664211886,101.87705430228723,109.15716419156776

103,39,89,2,32,20,52,82,70,103
5.76393202250021,8.0,14.0,46.0,53.0,57.0,69.82842712474618,79.95153275036385,90.05055226395663,95.28662024145642

103,19,28,69,22,78,72,103
3.937742251701451,12.0,30.0,36.0,61.0,72.0,85.65685424949238,93.12899020449197

103,11,61,21,46,96,1,71,51,104
11.1690481051547,17.0,33.810249675906654,46.0,47.41421356237309,59.01976483783709,68.01976483783709,77.01976483783709,86.40492964497159,87.81914320734468

103,16,29,66,26,48,76,98,79,103
3.9289321881345245,11.0,22.0,28.0,29.414213562373096,38.82842712474619,51.23018137573757,63.46624935323736,77.93838530823693,93.02114783853516

103,43,14,13,93,64,63,103
25.44577429393225,31.77032961426901,43.375880889733,59.0,77.770329614269,81.375880889733,82.79009445210609,101.83168903089839

103,12,4,33,62,83,54,103
35.83772233983162,39.0,46.82842712474619,60.95153275036385,83.57203210217716,101.18780520804107,105.18780520804107,116.43401645927639

103,38,44,35,85,88,94,103
33.87689437438234,38.0,53.0,58.236067977499786,78.27766255629209,84.10608968103827,92.10608968103827,105.72186278690218

104,31,47,81,23,17,67,97,73,103
2.9009804864072155,8.0,16.0,20.23606797749979,28.94427190999916,39.180339887498945,55.583464124931794,66.5834641249318,75.5834641249318,87.41189124967798

104,10,41,49,60,91,5,55,99,103
7.76393202250021,10.0,21.0,26.0,43.211102550927976,48.44717052842777,51.86138409080087,62.98448971641852,77.98448971641852,90.14676737658691

104,50,100,3,53,103
19.0,20.0,36.7648230602334,49.5957749550787,59.30397888757807,64.96083313707045

103,30,36,86,7,57,24,80,74,104
15.100505063388335,25.0,36.236067977499786,37.650281539872886,49.0,67.18033988749895,77.18033988749895,85.18033988749895,93.34261754766733,97.17104467241352

103,25,27,75,40,37,90,77,87,104
12.0,16.0,31.0,46.0,53.12310562561766,64.12310562561765,73.5262298630505,90.58848761134905,109.19081287839168,119.42688085589147
