Group 6
64
488.99
13

103,39,89,16,21,71,66,104
16.0,18.0,31.219544457292887,36.739616779790595,46.0,62.08276253029822,70.7396167797906,73.97568475729038

104,5,11,14,64,61,55,103
32.763932022500214,35.0,37.236067977499786,50.39834563766817,68.83232676972477,75.66075389447096,82.94086378375148,91.64906771625085

104,28,40,36,78,86,13,90,42,63,92,103
12.0,13.0,23.0,38.0,42.0,47.0,48.0,57.60555127546399,62.0,77.0,92.8309518948453,113.01129178234424

103,49,99,45,10,19,17,18,68,95,69,67,60,104
26.585786437626904,28.0,31.82842712474619,38.06449510224598,48.163514615838764,58.39958259333855,66.81379615571166,77.97607381588003,88.03833156417858,91.03833156417858,100.03833156417858,108.13735107777134,116.37341905527113,134.81372556418168

104,32,1,82,51,103
14.3098582948312,17.47213595499958,38.0,44.47213595499958,62.52201157612047,72.35043870086665

104,37,4,34,54,24,84,74,87,104
32.55671153075557,37.65573104434836,52.0,67.0,69.41421356237309,74.65028153987288,85.65028153987288,95.25260680691551,107.65573104434836,114.06994460672145

104,2,30,52,80,6,43,22,56,72,93,103
17.900980486407214,23.0,36.0,44.0,53.0,62.0,69.16227766016837,76.99070478491457,82.99070478491457,102.21024924220745,108.21024924220745,125.75425298752498

103,38,88,46,9,59,96,8,58,104
6.76393202250021,9.0,18.08276253029822,28.68831380576221,33.924381783262,48.135484334189975,61.751257440053884,69.75125744005388,88.52158705432291,107.5631816331152

103,33,44,83,50,29,100,79,94,104
27.0,32.0,43.40492964497159,49.06178389446397,53.0,63.3851648071345,75.9907160825985,85.40492964497159,99.40492964497159,103.40492964497159

104,7,57,15,65,26,76,103
9.704369859013,20.0,36.40312423743285,43.0,61.0,71.32455532033676,86.39562313220223,99.22405025694842

103,27,12,77,47,3,53,62,97,103
40.0,41.0,51.12310562561766,62.24621125123532,67.24621125123532,81.36931687685299,92.84145283185256,105.84145283185256,112.84145283185256,123.16600815218932

103,48,41,35,98,91,85,103
35.112962351882125,39.236067977499786,49.0,55.0,59.236067977499786,69.23606797749979,79.89292222699217,89.12899020449196

103,31,20,25,23,75,73,70,81,103
4.847053562034095,18.0,26.23606797749979,30.35917360311745,44.0,54.071067811865476,56.48528137423857,58.72134935173836,64.13556291411146,70.23458242770424
