Group 6
19
418.26
11

104,43,41,17,93,67,28,30,80,91,78,103
40.0,42.0,46.16227766016838,60.819131909660754,71.64755903440695,73.64755903440695,79.88362701190673,87.29784057427983,104.84184431959737,106.84184431959737,120.24496855703022,131.4072462171986

104,46,19,20,69,70,96,103
11.222843092156008,20.442387549448895,31.0,42.0,51.16227766016838,63.442387549448895,69.4423875494489,80.2733394442942

103,39,15,65,89,50,32,82,100,103
5.0,8.0,18.0,29.219544457292887,39.54409977762965,49.0,59.3851648071345,72.9907160825985,80.15299374276688,84.38906172026667

103,45,13,14,95,4,33,64,54,63,83,103
10.0,12.0,33.0,42.48683298050514,54.315260105251326,60.315260105251326,66.78739606025091,72.6158231849971,80.6158231849971,89.6158231849971,100.6158231849971,105.08795913999668

103,22,34,72,84,36,12,86,18,62,68,104
6.9009804864072155,12.0,20.32455532033676,27.56062329783655,33.72290095800493,46.0,55.41421356237309,67.53731918799076,84.97130032004736,98.57685159551134,113.97860584650272,124.97860584650272

104,2,52,8,47,37,58,87,21,97,71,103
13.76393202250021,16.0,25.162277660168378,37.16227766016838,46.0,52.0,61.16227766016838,77.64755903440695,83.73032156470516,86.14453512707826,95.14453512707826,104.2067928753768

103,27,7,57,29,38,48,79,88,98,77,103
17.52786404500042,22.0,34.12310562561766,41.537319187990754,51.81742907727127,59.81742907727127,69.81742907727127,72.64585620201746,78.64585620201746,85.76896182763512,92.93123948780351,96.93123948780351

103,42,44,40,92,23,94,25,90,73,75,104
5.0,7.0,22.242640687119284,24.242640687119284,30.404918347287666,40.0,46.242640687119284,51.242640687119284,55.242640687119284,58.84819196258327,71.91925977444875,84.91925977444875

104,35,5,85,3,24,6,55,56,74,53,104
21.837722339831622,25.0,29.414213562373096,43.53731918799076,51.0,61.0,69.47213595499957,84.47213595499957,95.88634951737268,103.88634951737268,115.98536903096547,120.59092030642947

103,11,61,26,16,49,66,31,81,99,76,104
11.0,12.0,23.06225774829855,44.0,55.0,63.0,67.16227766016837,75.16227766016837,84.16227766016837,94.2450401904666,99.2450401904666,114.34405970405938

103,10,1,51,9,60,59,104
13.719981388184813,20.12310562561766,32.0,41.12310562561766,53.0,63.12310562561766,70.95153275036385,80.77995987511004
