Group 6
18
522.01
14

103,47,97,15,65,104
27.52786404500042,32.0,50.295630140987,61.12405726573319,73.22307677932598,82.05150390407216

103,40,49,90,1,99,51,103
20.394448724536012,24.0,32.0,43.0,46.0,47.0,59.82842712474619,76.82842712474618

103,26,21,71,38,88,10,3,76,60,53,103
19.084943913497032,26.29604646442501,30.29604646442501,42.12447358917122,53.0,63.242640687119284,65.65685424949238,79.05997848692523,88.29604646442502,91.4583241245934,93.4583241245934,113.27497795098537

103,28,78,7,6,57,56,104
19.837722339831622,23.0,32.47213595499958,43.88634951737268,47.30056307974577,50.53663105724556,64.34688073315222,74.67143605348897

104,24,25,74,75,5,27,77,55,103
5.929816092332313,19.08276253029822,29.0,40.08276253029822,44.31883050779801,55.790966462797584,66.17613126993209,77.83803505962268,85.92079758992091,89.92079758992091

103,9,59,17,67,23,73,104
5.189750324093346,13.0,24.08276253029822,37.2450401904666,45.2450401904666,58.07346731521279,65.14453512707826,74.52969993421276

104,30,31,18,68,81,80,103
41.0,46.0,55.3851648071345,66.54744246730289,74.54744246730289,80.54744246730289,85.78351044480267,99.16867525193717

103,44,94,33,48,98,83,37,87,104
18.52786404500042,23.0,38.8488578017961,59.0,65.09901951359278,76.33508749109257,82.33508749109257,94.94063876655656,110.77159066140186,117.77159066140186

103,12,62,35,14,64,85,32,82,103
10.45599625468247,19.0,28.848857801796104,40.0,47.12310562561766,60.334208176545644,75.99611196623624,86.99611196623624,102.80636164214289,111.51456557464226

103,19,34,69,43,42,84,92,93,104
28.52786404500042,33.0,42.236067977499786,50.04631765340645,56.14533716699923,60.14533716699923,68.14533716699923,71.38140514449901,89.44366289279756,104.65476544372554

103,50,13,20,100,45,95,63,70,104
22.291107936755434,26.414213562373096,42.0,43.0,48.41421356237309,51.41421356237309,64.46408918349398,78.58719480911165,82.58719480911165,92.58719480911165

103,4,22,72,36,86,54,103
12.006872610161132,21.06225774829855,26.18536337391621,35.18536337391621,55.0,67.0,80.06225774829855,93.1853633739162

103,39,11,2,41,89,61,91,52,103
24.91723746970178,31.0,36.0,51.8309518948453,56.24516545721839,66.36827108283606,78.36827108283606,88.60433906033585,105.41458873624251,115.57686639641089

104,8,46,29,79,96,16,58,66,103
13.876894374382339,18.0,31.0,42.60555127546399,52.211102550927976,59.211102550927976,66.21110255092798,75.37338021109636,84.37338021109636,97.53565787126475
