it,cur,best,temp,d1,d2,d3,d4,r1,r2,r3,noise1,noise2
0,5236.992923453962,5236.992923453962,377.7691859918813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5236.992923453962,5236.992923453962,376.15513022032934,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,5208.405314951542,5236.992923453962,369.76757522615156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,5062.4590937997455,5208.405314951542,368.1877071186999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,5231.385538214974,5062.4590937997455,366.6145891521588,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,5143.637915134342,5062.4590937997455,365.04819248589155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,5140.849523287456,5062.4590937997455,363.48848840248564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,5095.801106933185,5062.4590937997455,361.9354483072267,1.09,1.0725,1.15,1.1225,0.99,1.096,1.1583333333333332,1.155,1.1157142857142857
11,4922.243950015922,5062.4590937997455,360.389043727574,1.09,1.0725,1.15,1.1225,0.99,1.096,1.1583333333333332,1.155,1.1157142857142857
12,4878.257164904373,4922.243950015922,358.8492463126385,1.09,1.0725,1.15,1.1225,0.99,1.096,1.1583333333333332,1.155,1.1157142857142857
13,4624.926894700617,4878.257164904373,357.3160278326632,1.09,1.0725,1.15,1.1225,0.99,1.096,1.1583333333333332,1.155,1.1157142857142857
14,4611.018136650981,4624.926894700617,355.78936017850543,1.09,1.0725,1.15,1.1225,0.99,1.096,1.1583333333333332,1.155,1.1157142857142857
15,4531.936953539823,4611.018136650981,354.26921536112155,1.09,1.0725,1.15,1.1225,0.99,1.096,1.1583333333333332,1.155,1.1157142857142857
16,4493.1003809003905,4531.936953539823,352.7555655110539,1.09,1.0725,1.15,1.1225,0.99,1.096,1.1583333333333332,1.155,1.1157142857142857
17,4265.563646900255,4493.1003809003905,351.2483828779197,1.09,1.0725,1.15,1.1225,0.99,1.096,1.1583333333333332,1.155,1.1157142857142857
18,4223.197048834007,4265.563646900255,349.7476398299026,1.09,1.0725,1.15,1.1225,0.99,1.096,1.1583333333333332,1.155,1.1157142857142857
20,4200.568323058944,4223.197048834007,346.7653625517474,1.09,1.299775,1.4685,1.441275,1.3101,1.33254,1.4442499999999998,1.44095,1.3795571428571427
21,4397.476594907506,4200.568323058944,345.28377364625896,1.09,1.299775,1.4685,1.441275,1.3101,1.33254,1.4442499999999998,1.44095,1.3795571428571427
22,4397.711301856323,4200.568323058944,343.8085149741846,1.09,1.299775,1.4685,1.441275,1.3101,1.33254,1.4442499999999998,1.44095,1.3795571428571427
23,4489.658871400876,4200.568323058944,342.33955948898335,1.09,1.299775,1.4685,1.441275,1.3101,1.33254,1.4442499999999998,1.44095,1.3795571428571427
24,4347.136557572512,4200.568323058944,340.87688025967316,1.09,1.299775,1.4685,1.441275,1.3101,1.33254,1.4442499999999998,1.44095,1.3795571428571427
25,4299.971049280515,4200.568323058944,339.42045047033724,1.09,1.299775,1.4685,1.441275,1.3101,1.33254,1.4442499999999998,1.44095,1.3795571428571427
26,4281.272107085136,4200.568323058944,337.97024341963254,1.09,1.299775,1.4685,1.441275,1.3101,1.33254,1.4442499999999998,1.44095,1.3795571428571427
27,4218.383794058317,4200.568323058944,336.52623252029997,1.09,1.299775,1.4685,1.441275,1.3101,1.33254,1.4442499999999998,1.44095,1.3795571428571427
28,3986.7733073448335,4200.568323058944,335.08839129867715,1.09,1.299775,1.4685,1.441275,1.3101,1.33254,1.4442499999999998,1.44095,1.3795571428571427
29,3728.955104754382,3986.7733073448335,333.65669339421305,1.09,1.299775,1.4685,1.441275,1.3101,1.33254,1.4442499999999998,1.44095,1.3795571428571427
30,3728.9542798981956,3728.955104754382,332.2311125589846,1.09,1.5392772499999998,1.6204816666666666,1.6701955833333335,1.626999,1.5267146,1.6173075,1.6015405,1.622428238095238
32,3704.3772582457955,3728.9542798981956,329.3981976647976,1.09,1.5392772499999998,1.6204816666666666,1.6701955833333335,1.626999,1.5267146,1.6173075,1.6015405,1.622428238095238
34,3857.0750475157834,3704.3772582457955,326.5894388670577,1.09,1.5392772499999998,1.6204816666666666,1.6701955833333335,1.626999,1.5267146,1.6173075,1.6015405,1.622428238095238
35,3806.7952519353043,3704.3772582457955,325.19405356757323,1.09,1.5392772499999998,1.6204816666666666,1.6701955833333335,1.626999,1.5267146,1.6173075,1.6015405,1.622428238095238
37,3806.7723894162887,3704.3772582457955,322.42114325596276,1.09,1.5392772499999998,1.6204816666666666,1.6701955833333335,1.626999,1.5267146,1.6173075,1.6015405,1.622428238095238
38,4034.645099413729,3704.3772582457955,321.04356740689957,1.09,1.5392772499999998,1.6204816666666666,1.6701955833333335,1.626999,1.5267146,1.6173075,1.6015405,1.622428238095238
39,4060.871880918932,3704.3772582457955,319.6718773853003,1.09,1.5392772499999998,1.6204816666666666,1.6701955833333335,1.626999,1.5267146,1.6173075,1.6015405,1.622428238095238
40,4061.4565864080105,3704.3772582457955,318.30604804339185,1.1791000000000003,1.6405511441666665,1.7809435166666667,1.9834936275000001,1.77572901,1.7381141206666668,1.701134425,1.7775250949999999,1.7162039557142856
41,4018.1602255868024,3704.3772582457955,316.94605434084735,1.1791000000000003,1.6405511441666665,1.7809435166666667,1.9834936275000001,1.77572901,1.7381141206666668,1.701134425,1.7775250949999999,1.7162039557142856
42,3950.44443679387,3704.3772582457955,315.5918713443272,1.1791000000000003,1.6405511441666665,1.7809435166666667,1.9834936275000001,1.77572901,1.7381141206666668,1.701134425,1.7775250949999999,1.7162039557142856
44,3895.9780554781237,3704.3772582457955,312.9008382681972,1.1791000000000003,1.6405511441666665,1.7809435166666667,1.9834936275000001,1.77572901,1.7381141206666668,1.701134425,1.7775250949999999,1.7162039557142856
45,4103.709882685071,3704.3772582457955,311.5639388527402,1.1791000000000003,1.6405511441666665,1.7809435166666667,1.9834936275000001,1.77572901,1.7381141206666668,1.701134425,1.7775250949999999,1.7162039557142856
47,3845.8358768448966,3704.3772582457955,308.90725171688143,1.1791000000000003,1.6405511441666665,1.7809435166666667,1.9834936275000001,1.77572901,1.7381141206666668,1.701134425,1.7775250949999999,1.7162039557142856
48,3800.048726409014,3704.3772582457955,307.5874152903112,1.1791000000000003,1.6405511441666665,1.7809435166666667,1.9834936275000001,1.77572901,1.7381141206666668,1.701134425,1.7775250949999999,1.7162039557142856
49,3693.8082545197176,3704.3772582457955,306.2732179938786,1.1791000000000003,1.6405511441666665,1.7809435166666667,1.9834936275000001,1.77572901,1.7381141206666668,1.701134425,1.7775250949999999,1.7162039557142856
50,3698.422906013787,3693.8082545197176,304.9646357338489,1.2839756666666668,1.8241456327249999,1.9391340815,2.163658691225,1.9329717199,1.87073297946,1.8607897474166668,1.9457498440499998,1.839041916157143
51,3696.580560879983,3693.8082545197176,303.6616445194304,1.2839756666666668,1.8241456327249999,1.9391340815,2.163658691225,1.9329717199,1.87073297946,1.8607897474166668,1.9457498440499998,1.839041916157143
52,3648.946240869456,3693.8082545197176,302.3642204623341,1.2839756666666668,1.8241456327249999,1.9391340815,2.163658691225,1.9329717199,1.87073297946,1.8607897474166668,1.9457498440499998,1.839041916157143
53,3645.3743954299293,3648.946240869456,301.07233977633626,1.2839756666666668,1.8241456327249999,1.9391340815,2.163658691225,1.9329717199,1.87073297946,1.8607897474166668,1.9457498440499998,1.839041916157143
54,3629.6542186527254,3645.3743954299293,299.785978776842,1.2839756666666668,1.8241456327249999,1.9391340815,2.163658691225,1.9329717199,1.87073297946,1.8607897474166668,1.9457498440499998,1.839041916157143
55,3604.0968160803477,3629.6542186527254,298.50511388045123,1.2839756666666668,1.8241456327249999,1.9391340815,2.163658691225,1.9329717199,1.87073297946,1.8607897474166668,1.9457498440499998,1.839041916157143
56,3596.092354414539,3604.0968160803477,297.2297216045262,1.2839756666666668,1.8241456327249999,1.9391340815,2.163658691225,1.9329717199,1.87073297946,1.8607897474166668,1.9457498440499998,1.839041916157143
57,3548.4407324797303,3596.092354414539,295.95977856676114,1.2839756666666668,1.8241456327249999,1.9391340815,2.163658691225,1.9329717199,1.87073297946,1.8607897474166668,1.9457498440499998,1.839041916157143
58,3514.8263680415957,3548.4407324797303,294.69526148475336,1.2839756666666668,1.8241456327249999,1.9391340815,2.163658691225,1.9329717199,1.87073297946,1.8607897474166668,1.9457498440499998,1.839041916157143
59,3507.7032624159783,3514.8263680415957,293.4361471755765,1.2839756666666668,1.8241456327249999,1.9391340815,2.163658691225,1.9329717199,1.87073297946,1.8607897474166668,1.9457498440499998,1.839041916157143
61,3270.821459238845,3507.7032624159783,290.9340346388436,1.2839756666666668,2.04590417639775,2.249742740685,2.450355437646084,2.178642002701,2.1820256496654,2.1271818499425,2.204625678942833,2.1506514969955717
62,3245.3171511740625,3270.821459238845,289.69099053900055,1.2839756666666668,2.04590417639775,2.249742740685,2.450355437646084,2.178642002701,2.1820256496654,2.1271818499425,2.204625678942833,2.1506514969955717
63,3019.0382285287646,3245.3171511740625,288.4532574665733,1.2839756666666668,2.04590417639775,2.249742740685,2.450355437646084,2.178642002701,2.1820256496654,2.1271818499425,2.204625678942833,2.1506514969955717
65,2983.7582736985455,3019.0382285287646,285.99363373338446,1.2839756666666668,2.04590417639775,2.249742740685,2.450355437646084,2.178642002701,2.1820256496654,2.1271818499425,2.204625678942833,2.1506514969955717
66,3172.583167447627,2983.7582736985455,284.771697979301,1.2839756666666668,2.04590417639775,2.249742740685,2.450355437646084,2.178642002701,2.1820256496654,2.1271818499425,2.204625678942833,2.1506514969955717
67,3168.0597350488897,2983.7582736985455,283.55498306516284,1.2839756666666668,2.04590417639775,2.249742740685,2.450355437646084,2.178642002701,2.1820256496654,2.1271818499425,2.204625678942833,2.1506514969955717
68,3127.0535698683193,2983.7582736985455,282.3434666844211,1.2839756666666668,2.04590417639775,2.249742740685,2.450355437646084,2.178642002701,2.1820256496654,2.1271818499425,2.204625678942833,2.1506514969955717
69,3104.3935509886282,2983.7582736985455,281.1371266258337,1.2839756666666668,2.04590417639775,2.249742740685,2.450355437646084,2.178642002701,2.1820256496654,2.1271818499425,2.204625678942833,2.1506514969955717
72,3091.881529260382,2983.7582736985455,277.54894369164106,1.2711359100000001,2.2729451346337726,2.41474531327815,2.755851883269623,2.4043555826739897,2.347705393168746,2.270910031443075,2.385079422153405,2.339144982025616
73,3080.9507473131207,2983.7582736985455,276.36308870117267,1.2711359100000001,2.2729451346337726,2.41474531327815,2.755851883269623,2.4043555826739897,2.347705393168746,2.270910031443075,2.385079422153405,2.339144982025616
75,3061.5659710022715,2983.7582736985455,274.00655711641303,1.2711359100000001,2.2729451346337726,2.41474531327815,2.755851883269623,2.4043555826739897,2.347705393168746,2.270910031443075,2.385079422153405,2.339144982025616
76,3060.4234581799396,2983.7582736985455,272.83583731883186,1.2711359100000001,2.2729451346337726,2.41474531327815,2.755851883269623,2.4043555826739897,2.347705393168746,2.270910031443075,2.385079422153405,2.339144982025616
77,3047.540283516549,2983.7582736985455,271.6701195360158,1.2711359100000001,2.2729451346337726,2.41474531327815,2.755851883269623,2.4043555826739897,2.347705393168746,2.270910031443075,2.385079422153405,2.339144982025616
78,3052.051667897164,2983.7582736985455,270.509382396368,1.2711359100000001,2.2729451346337726,2.41474531327815,2.755851883269623,2.4043555826739897,2.347705393168746,2.270910031443075,2.385079422153405,2.339144982025616
79,2989.0707785926215,2983.7582736985455,269.3536046196035,1.2711359100000001,2.2729451346337726,2.41474531327815,2.755851883269623,2.4043555826739897,2.347705393168746,2.270910031443075,2.385079422153405,2.339144982025616
80,3005.7846157901004,2983.7582736985455,268.2027650163598,1.2711359100000001,2.400215683287435,2.5905978601453685,2.828293364436927,2.5303120268472497,2.3242283392370586,2.435700931128644,2.5212286279318707,2.4257535322053596
81,2762.0084752716675,2983.7582736985455,267.05684248780784,1.2711359100000001,2.400215683287435,2.5905978601453685,2.828293364436927,2.5303120268472497,2.3242283392370586,2.435700931128644,2.5212286279318707,2.4257535322053596
82,2704.1076152359738,2762.0084752716675,265.9158160252653,1.2711359100000001,2.400215683287435,2.5905978601453685,2.828293364436927,2.5303120268472497,2.3242283392370586,2.435700931128644,2.5212286279318707,2.4257535322053596
84,2655.048942392866,2704.1076152359738,263.6483677119045,1.2711359100000001,2.400215683287435,2.5905978601453685,2.828293364436927,2.5303120268472497,2.3242283392370586,2.435700931128644,2.5212286279318707,2.4257535322053596
86,2645.558026057282,2655.048942392866,261.4002537951606,1.2711359100000001,2.400215683287435,2.5905978601453685,2.828293364436927,2.5303120268472497,2.3242283392370586,2.435700931128644,2.5212286279318707,2.4257535322053596
90,2632.28943448639,2645.558026057282,256.9613711043129,1.5884245509000001,2.4962135264545604,2.729691881543915,2.8000104307925575,2.835008906578777,2.465986055844688,2.5073439218173577,2.496016341652552,2.5852459968833057
91,2609.4961612927455,2632.28943448639,255.8634785300209,1.5884245509000001,2.4962135264545604,2.729691881543915,2.8000104307925575,2.835008906578777,2.465986055844688,2.5073439218173577,2.496016341652552,2.5852459968833057
95,2609.04063623987,2609.4961612927455,251.51861677270597,1.5884245509000001,2.4962135264545604,2.729691881543915,2.8000104307925575,2.835008906578777,2.465986055844688,2.5073439218173577,2.496016341652552,2.5852459968833057
98,2603.9751426518633,2609.04063623987,248.308458017912,1.5884245509000001,2.4962135264545604,2.729691881543915,2.8000104307925575,2.835008906578777,2.465986055844688,2.5073439218173577,2.496016341652552,2.5852459968833057
100,2596.913651958974,2603.9751426518633,246.19114659679497,1.572540305391,2.4712513911900147,2.867394962728476,3.102010326484632,3.0266588175129896,2.523826195286241,2.592270482599184,2.6124847496645978,2.6693935369144723
102,2589.688854007482,2596.913651958974,244.09188936396367,1.572540305391,2.4712513911900147,2.867394962728476,3.102010326484632,3.0266588175129896,2.523826195286241,2.592270482599184,2.6124847496645978,2.6693935369144723
103,2576.317571386753,2589.688854007482,243.04898290831275,1.572540305391,2.4712513911900147,2.867394962728476,3.102010326484632,3.0266588175129896,2.523826195286241,2.592270482599184,2.6124847496645978,2.6693935369144723
105,2574.8919816910616,2576.317571386753,240.97651871796478,1.572540305391,2.4712513911900147,2.867394962728476,3.102010326484632,3.0266588175129896,2.523826195286241,2.592270482599184,2.6124847496645978,2.6693935369144723
