it,cur,best,temp,d1,d2,d3,d4,r1,r2,r3,noise1,noise2
0,5499.604412671861,5499.604412671861,396.7126006506377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5478.732894215135,5499.604412671861,395.00794355744506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,5260.127707376649,5478.732894215135,393.3106113029407,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,5114.108679665395,5260.127707376649,391.6205724126057,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,5061.912696993949,5114.108679665395,389.93779554716605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,4915.754591375167,5061.912696993949,388.26224950201095,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,4914.495363568634,4915.754591375167,384.93272572396006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,4765.656693403303,4914.495363568634,381.6317541129118,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,4641.799460870446,4765.656693403303,379.99189877287677,1.21,1.0725,1.21,1.21,1.2257142857142858,0.99,1.155,1.2375,1.1785714285714286
11,4624.239372352667,4641.799460870446,378.35908982116575,1.21,1.0725,1.21,1.21,1.2257142857142858,0.99,1.155,1.2375,1.1785714285714286
12,4624.855100292136,4624.239372352667,376.7332969797492,1.21,1.0725,1.21,1.21,1.2257142857142858,0.99,1.155,1.2375,1.1785714285714286
13,4485.050248190922,4624.239372352667,375.11449010070095,1.21,1.0725,1.21,1.21,1.2257142857142858,0.99,1.155,1.2375,1.1785714285714286
14,4451.468786110783,4485.050248190922,373.5026391656392,1.21,1.0725,1.21,1.21,1.2257142857142858,0.99,1.155,1.2375,1.1785714285714286
15,4450.591773102691,4451.468786110783,371.89771428516997,1.21,1.0725,1.21,1.21,1.2257142857142858,0.99,1.155,1.2375,1.1785714285714286
17,4391.612152464361,4450.591773102691,368.7085237720479,1.21,1.0725,1.21,1.21,1.2257142857142858,0.99,1.155,1.2375,1.1785714285714286
18,4242.2660263707385,4391.612152464361,367.12419900056904,1.21,1.0725,1.21,1.21,1.2257142857142858,0.99,1.155,1.2375,1.1785714285714286
19,4241.021331147347,4242.2660263707385,365.5466820049339,1.21,1.0725,1.21,1.21,1.2257142857142858,0.99,1.155,1.2375,1.1785714285714286
