it,cur,best,temp,d1,d2,d3,d4,r1,r2,r3,noise1,noise2
0,2133.7609017714203,2133.7609017714203,153.91831357141953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2133.7609017714203,2133.7609017714203,153.32950140090352,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,2100.289236130166,2133.7609017714203,152.1586259190399,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,2011.848115524265,2100.289236130166,150.99669163493343,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,1976.0735247041068,2011.848115524265,149.84363027060016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,1953.144174812604,1976.0735247041068,149.27040573915613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,1866.1848194035135,1953.144174812604,148.69937406944973,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,1862.9790355577647,1866.1848194035135,148.1305268727217,1.21,1.0725,1.188,0.99,1.155,1.155,1.155,1.2257142857142858,1.0725
14,1794.3578897838602,1862.9790355577647,145.87681616102068,1.21,1.0725,1.188,0.99,1.155,1.155,1.155,1.2257142857142858,1.0725
15,1754.253218605434,1794.3578897838602,145.3187666166961,1.21,1.0725,1.188,0.99,1.155,1.155,1.155,1.2257142857142858,1.0725
16,1732.8198711875884,1754.253218605434,144.76285188242647,1.21,1.0725,1.188,0.99,1.155,1.155,1.155,1.2257142857142858,1.0725
17,1660.7616644249981,1732.8198711875884,144.2090637915283,1.21,1.0725,1.188,0.99,1.155,1.155,1.155,1.2257142857142858,1.0725
20,1647.629186761915,1660.7616644249981,142.56037818013462,1.3629,1.061775,1.4401199999999998,0.9801,1.3084500000000001,1.14345,1.4734500000000001,1.3784571428571428,1.226775
21,1614.3714069640416,1647.629186761915,142.01501561892854,1.3629,1.061775,1.4401199999999998,0.9801,1.3084500000000001,1.14345,1.4734500000000001,1.3784571428571428,1.226775
23,1591.377174289506,1614.3714069640416,140.93054134407967,1.3629,1.061775,1.4401199999999998,0.9801,1.3084500000000001,1.14345,1.4734500000000001,1.3784571428571428,1.226775
25,1559.3604642884243,1591.377174289506,139.8543484784021,1.3629,1.061775,1.4401199999999998,0.9801,1.3084500000000001,1.14345,1.4734500000000001,1.3784571428571428,1.226775
27,1521.1106514305202,1559.3604642884243,138.78637378227876,1.3629,1.061775,1.4401199999999998,0.9801,1.3084500000000001,1.14345,1.4734500000000001,1.3784571428571428,1.226775
28,1489.9694950068426,1521.1106514305202,138.25544861756876,1.3629,1.061775,1.4401199999999998,0.9801,1.3084500000000001,1.14345,1.4734500000000001,1.3784571428571428,1.226775
29,1474.127280390247,1489.9694950068426,137.72655449901148,1.3629,1.061775,1.4401199999999998,0.9801,1.3084500000000001,1.14345,1.4734500000000001,1.3784571428571428,1.226775
30,1454.6958402953949,1474.127280390247,137.19968365687075,1.3492709999999999,1.061775,1.7557188,1.245299,1.4603655000000002,1.2970155,1.7337155000000002,1.553244,1.54450725
31,1417.113842736154,1454.6958402953949,136.67482835113333,1.3492709999999999,1.061775,1.7557188,1.245299,1.4603655000000002,1.2970155,1.7337155000000002,1.553244,1.54450725
32,1419.9489478508917,1417.113842736154,136.15198087139535,1.3492709999999999,1.061775,1.7557188,1.245299,1.4603655000000002,1.2970155,1.7337155000000002,1.553244,1.54450725
33,1390.2708698352892,1417.113842736154,135.63113353674896,1.3492709999999999,1.061775,1.7557188,1.245299,1.4603655000000002,1.2970155,1.7337155000000002,1.553244,1.54450725
34,1362.1862357489097,1390.2708698352892,135.1122786956695,1.3492709999999999,1.061775,1.7557188,1.245299,1.4603655000000002,1.2970155,1.7337155000000002,1.553244,1.54450725
35,1361.578981840791,1362.1862357489097,134.59540872590304,1.3492709999999999,1.061775,1.7557188,1.245299,1.4603655000000002,1.2970155,1.7337155000000002,1.553244,1.54450725
36,1343.0636484725603,1361.578981840791,134.08051603435456,1.3492709999999999,1.061775,1.7557188,1.245299,1.4603655000000002,1.2970155,1.7337155000000002,1.553244,1.54450725
38,1338.0731680232773,1343.0636484725603,133.05663225865655,1.3492709999999999,1.061775,1.7557188,1.245299,1.4603655000000002,1.2970155,1.7337155000000002,1.553244,1.54450725
39,1323.1542541234815,1338.0731680232773,132.5476261331092,1.3492709999999999,1.061775,1.7557188,1.245299,1.4603655000000002,1.2970155,1.7337155000000002,1.553244,1.54450725
40,1321.5969652440824,1323.1542541234815,132.0405672027632,1.66577829,1.1261572499999999,2.068161612,1.56284601,1.7757618450000003,1.5690453450000001,1.980378345,1.80171156,1.8230621775000002
41,1319.4341614039618,1321.5969652440824,131.53544801865294,1.66577829,1.1261572499999999,2.068161612,1.56284601,1.7757618450000003,1.5690453450000001,1.980378345,1.80171156,1.8230621775000002
45,1311.3051711994697,1319.4341614039618,129.534220760326,1.66577829,1.1261572499999999,2.068161612,1.56284601,1.7757618450000003,1.5690453450000001,1.980378345,1.80171156,1.8230621775000002
46,1316.2792468100154,1311.3051711994697,129.03868956645934,1.66577829,1.1261572499999999,2.068161612,1.56284601,1.7757618450000003,1.5690453450000001,1.980378345,1.80171156,1.8230621775000002
48,1321.1492682245544,1311.3051711994697,128.05330686812172,1.66577829,1.1261572499999999,2.068161612,1.56284601,1.7757618450000003,1.5690453450000001,1.980378345,1.80171156,1.8230621775000002
49,1316.2792468100154,1311.3051711994697,127.5634408878543,1.66577829,1.1261572499999999,2.068161612,1.56284601,1.7757618450000003,1.5690453450000001,1.980378345,1.80171156,1.8230621775000002
50,1315.888223278854,1311.3051711994697,127.07544888245322,1.66577829,1.1648956775,2.37747999588,1.6472175499,1.934670893216667,1.6733548915500003,2.1205745615500002,1.9536944444,1.939831555725
51,1311.3051711994697,1311.3051711994697,126.5893236830561,1.66577829,1.1648956775,2.37747999588,1.6472175499,1.934670893216667,1.6733548915500003,2.1205745615500002,1.9536944444,1.939831555725
53,1313.9825222348165,1311.3051711994697,125.62264516384116,1.66577829,1.1648956775,2.37747999588,1.6472175499,1.934670893216667,1.6733548915500003,2.1205745615500002,1.9536944444,1.939831555725
56,1313.706351544624,1311.3051711994697,124.18645077978879,1.66577829,1.1648956775,2.37747999588,1.6472175499,1.934670893216667,1.6733548915500003,2.1205745615500002,1.9536944444,1.939831555725
57,1311.7849001359439,1311.3051711994697,123.71137739874892,1.66577829,1.1648956775,2.37747999588,1.6472175499,1.934670893216667,1.6733548915500003,2.1205745615500002,1.9536944444,1.939831555725
58,1306.9148787214049,1311.3051711994697,123.23812140371176,1.66577829,1.1648956775,2.37747999588,1.6472175499,1.934670893216667,1.6733548915500003,2.1205745615500002,1.9536944444,1.939831555725
59,1311.8889543319506,1306.9148787214049,122.76667584229476,1.66577829,1.1648956775,2.37747999588,1.6472175499,1.934670893216667,1.6733548915500003,2.1205745615500002,1.9536944444,1.939831555725
60,1305.28607215043,1306.9148787214049,122.2970337887116,1.8491205070999999,1.3299133873916666,2.4787051959212,1.730745374401,2.048657517617834,1.8166213426345001,2.2368688159345003,2.0558241666226666,2.09543324016775
62,1300.7058915032785,1305.28607215043,121.36313263427266,1.8491205070999999,1.3299133873916666,2.4787051959212,1.730745374401,2.048657517617834,1.8166213426345001,2.2368688159345003,2.0558241666226666,2.09543324016775
63,1298.118048971353,1300.7058915032785,120.89885981391167,1.8491205070999999,1.3299133873916666,2.4787051959212,1.730745374401,2.048657517617834,1.8166213426345001,2.2368688159345003,2.0558241666226666,2.09543324016775
65,1293.118048971353,1298.118048971353,119.97563558473183,1.8491205070999999,1.3299133873916666,2.4787051959212,1.730745374401,2.048657517617834,1.8166213426345001,2.2368688159345003,2.0558241666226666,2.09543324016775
67,1277.315315538139,1293.118048971353,119.05946140530975,1.8491205070999999,1.3299133873916666,2.4787051959212,1.730745374401,2.048657517617834,1.8166213426345001,2.2368688159345003,2.0558241666226666,2.09543324016775
