it,cur,best,temp,d1,d2,d3,d4,r1,r2,r3,noise1,noise2
0,4903.391350031872,4903.391350031872,353.7049192114411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4903.391350031872,4903.391350031872,352.2052713245647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,4719.406330860494,4903.391350031872,349.22502333854095,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,4657.601778081128,4719.406330860494,347.74436943793484,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,4475.482435064218,4657.601778081128,346.26999325463663,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,4411.142206166674,4475.482435064218,344.80186817220715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,4352.1088602599575,4411.142206166674,343.33996768705623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,4350.671929249486,4352.1088602599575,341.8842654079644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,4173.968443288104,4350.671929249486,340.4347350556063,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,4105.301789033374,4173.968443288104,338.99135046207664,1.155,1.1,1.2375,1.2375,1.21,1.1,1.2650000000000001,1.188,1.2650000000000001
11,3944.3741194982854,4105.301789033374,337.55408557041727,1.155,1.1,1.2375,1.2375,1.21,1.1,1.2650000000000001,1.188,1.2650000000000001
12,3877.250082429095,3944.3741194982854,336.12291443414716,1.155,1.1,1.2375,1.2375,1.21,1.1,1.2650000000000001,1.188,1.2650000000000001
13,3783.434887808827,3877.250082429095,334.6978112167939,1.155,1.1,1.2375,1.2375,1.21,1.1,1.2650000000000001,1.188,1.2650000000000001
16,3731.577107904702,3783.434887808827,330.4586523538591,1.155,1.1,1.2375,1.2375,1.21,1.1,1.2650000000000001,1.188,1.2650000000000001
