it,cur,best,temp,d1,d2,d3,d4,r1,r2,r3,noise1,noise2
0,1008.5812346865143,1008.5812346865143,72.75375728079511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,991.7073140629977,1008.5812346865143,72.50259840137079,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,964.1443459950315,991.7073140629977,71.75431207075951,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,936.7685809761458,964.1443459950315,71.50660345353992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,938.0873210482346,936.7685809761458,71.25974997041995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,930.0203011758895,936.7685809761458,70.76859660837127,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,897.5315655861523,930.0203011758895,70.52429085583137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,885.3388336814953,897.5315655861523,70.28082849009839,1.155,0.99,1.155,1.15,1.1219999999999999,1.155,1.152,1.1785714285714286,1.1099999999999999
11,871.7373631727598,885.3388336814953,70.03820659965143,1.155,0.99,1.155,1.15,1.1219999999999999,1.155,1.152,1.1785714285714286,1.1099999999999999
12,855.2314216718964,871.7373631727598,69.79642228302068,1.155,0.99,1.155,1.15,1.1219999999999999,1.155,1.152,1.1785714285714286,1.1099999999999999
15,835.1754400469708,855.2314216718964,69.07606591136587,1.155,0.99,1.155,1.15,1.1219999999999999,1.155,1.152,1.1785714285714286,1.1099999999999999
16,794.9484079025008,835.1754400469708,68.83760307511153,1.155,0.99,1.155,1.15,1.1219999999999999,1.155,1.152,1.1785714285714286,1.1099999999999999
18,791.9095369852103,794.9484079025008,68.3631442087845,1.155,0.99,1.155,1.15,1.1219999999999999,1.155,1.152,1.1785714285714286,1.1099999999999999
21,775.6042777163286,791.9095369852103,67.65758044338884,1.14345,0.9801,1.3909500000000001,1.4685,1.2427799999999998,1.3909500000000001,1.47048,1.3867857142857143,1.2638999999999998
22,764.3251633218877,775.6042777163286,67.42401447066337,1.14345,0.9801,1.3909500000000001,1.4685,1.2427799999999998,1.3909500000000001,1.47048,1.3867857142857143,1.2638999999999998
26,760.1011059981261,764.3251633218877,66.49778590429538,1.14345,0.9801,1.3909500000000001,1.4685,1.2427799999999998,1.3909500000000001,1.47048,1.3867857142857143,1.2638999999999998
27,754.9116684956423,760.1011059981261,66.26822374811064,1.14345,0.9801,1.3909500000000001,1.4685,1.2427799999999998,1.3909500000000001,1.47048,1.3867857142857143,1.2638999999999998
29,729.900855022451,754.9116684956423,65.81147416781619,1.14345,0.9801,1.3909500000000001,1.4685,1.2427799999999998,1.3909500000000001,1.47048,1.3867857142857143,1.2638999999999998
30,715.6206643699904,729.900855022451,65.58428128152364,1.2420155000000002,1.1352989999999998,1.5420405000000001,1.6738149999999998,1.4189236285714284,1.5420405000000001,1.4557752,1.5379178571428571,1.4162609999999998
31,694.7467171516073,715.6206643699904,65.35787270538727,1.2420155000000002,1.1352989999999998,1.5420405000000001,1.6738149999999998,1.4189236285714284,1.5420405000000001,1.4557752,1.5379178571428571,1.4162609999999998
35,696.4611820107727,694.7467171516073,64.46002749085896,1.2420155000000002,1.1352989999999998,1.5420405000000001,1.6738149999999998,1.4189236285714284,1.5420405000000001,1.4557752,1.5379178571428571,1.4162609999999998
36,692.4611820107727,694.7467171516073,64.23750003829345,1.2420155000000002,1.1352989999999998,1.5420405000000001,1.6738149999999998,1.4189236285714284,1.5420405000000001,1.4557752,1.5379178571428571,1.4162609999999998
37,669.8873916284053,692.4611820107727,64.01574078997905,1.2420155000000002,1.1352989999999998,1.5420405000000001,1.6738149999999998,1.4189236285714284,1.5420405000000001,1.4557752,1.5379178571428571,1.4162609999999998
38,664.7129616847237,669.8873916284053,63.794747093938376,1.2420155000000002,1.1352989999999998,1.5420405000000001,1.6738149999999998,1.4189236285714284,1.5420405000000001,1.4557752,1.5379178571428571,1.4162609999999998
39,660.7470687926582,664.7129616847237,63.57451630734915,1.2420155000000002,1.1352989999999998,1.5420405000000001,1.6738149999999998,1.4189236285714284,1.5420405000000001,1.4557752,1.5379178571428571,1.4162609999999998
40,626.0285209043899,660.7470687926582,63.35504579651257,1.5595953450000002,1.3439460099999998,1.686620095,1.8220768499999997,1.594734392285714,1.6916200950000002,1.771217448,1.6825386785714285,1.6378126757142855
45,612.4270503956545,626.0285209043899,62.26900583384655,1.5595953450000002,1.3439460099999998,1.686620095,1.8220768499999997,1.594734392285714,1.6916200950000002,1.771217448,1.6825386785714285,1.6378126757142855
48,611.4745502120572,612.4270503956545,61.6263385789673,1.5595953450000002,1.3439460099999998,1.686620095,1.8220768499999997,1.594734392285714,1.6916200950000002,1.771217448,1.6825386785714285,1.6378126757142855
49,611.1626423085387,611.4745502120572,61.413593523330114,1.5595953450000002,1.3439460099999998,1.686620095,1.8220768499999997,1.594734392285714,1.6916200950000002,1.771217448,1.6825386785714285,1.6378126757142855
50,609.128284670433,611.1626423085387,61.201582901374074,1.76399939155,1.3305065498999997,1.66975389405,2.0238560815,1.9087870483628568,1.7407038940500001,1.91850527352,1.8307132917857143,1.7039345489571427
54,609.601917589964,609.128284670433,60.360834173562026,1.76399939155,1.3305065498999997,1.66975389405,2.0238560815,1.9087870483628568,1.7407038940500001,1.91850527352,1.8307132917857143,1.7039345489571427
60,594.521383537159,609.128284670433,59.12131705601174,1.7463593976345,1.3172014844009998,1.8130563551095,2.0036175206849998,1.9646991778792282,1.8332968551095001,1.8993202207848001,1.894906158867857,1.7118952034675712
63,584.3269111040747,594.521383537159,58.51113653315874,1.7463593976345,1.3172014844009998,1.8130563551095,2.0036175206849998,1.9646991778792282,1.8332968551095001,1.8993202207848001,1.894906158867857,1.7118952034675712
66,580.3399433043875,584.3269111040747,57.907253574179634,1.7463593976345,1.3172014844009998,1.8130563551095,2.0036175206849998,1.9646991778792282,1.8332968551095001,1.8993202207848001,1.894906158867857,1.7118952034675712
67,584.6226975866385,580.3399433043875,57.707347459886485,1.7463593976345,1.3172014844009998,1.8130563551095,2.0036175206849998,1.9646991778792282,1.8332968551095001,1.8993202207848001,1.894906158867857,1.7118952034675712
68,580.3399433043875,580.3399433043875,57.508131456970844,1.7463593976345,1.3172014844009998,1.8130563551095,2.0036175206849998,1.9646991778792282,1.8332968551095001,1.8993202207848001,1.894906158867857,1.7118952034675712
