Group 6
43
528.29
15

107,28,3,38,78,88,53,106
24.59687576256715,31.0,50.0,60.0,67.3851648071345,70.9907160825985,79.23692733383382,87.84247860929781

107,49,7,99,57,14,64,106
24.52786404500042,29.0,38.0,42.0,56.12310562561766,62.359173603117455,80.28756188030157,89.89311315576556

107,48,8,31,22,72,58,98,4,39,89,81,54,106
22.0,25.0,31.385164807134505,36.0,47.0,57.0,66.0990195135928,75.51323307596587,79.51323307596587,85.51323307596587,93.11878435142987,106.21780386502266,118.45387184252243,133.45387184252243

107,10,11,61,60,27,77,107
18.029986668237004,20.029986668237004,28.0,36.61577310586391,38.029986668237,46.15309229385467,62.37263675114755,66.37263675114755

107,34,84,13,2,63,52,42,92,107
20.394448724536012,24.0,36.44030650891055,46.0,59.0,74.2065556157337,80.2065556157337,88.53111093607046,96.53111093607046,101.65421656168812

107,6,20,70,56,107
41.0,42.0,47.0,57.0,66.16227766016837,81.56540189760122

107,36,32,82,86,107
35.99070478491457,40.233345472033854,52.0,67.07106781186548,70.23334547203385,84.61851027916835

106,37,21,87,71,25,75,107
6.0,11.0,25.0,27.0,39.24621125123532,44.85176252669931,60.071306983992194,68.23358464416059

106,30,26,24,76,74,80,107
39.763932022500214,42.0,56.0,69.605551275464,83.70457078905677,92.86684844922516,99.93791626109063,109.93791626109063

107,19,17,18,69,68,67,107
14.614835192865495,20.0,46.0,56.242640687119284,59.40491834728766,65.64098632478746,72.80326398495583,77.80326398495583

107,41,43,1,93,91,51,106
21.0,23.0,44.0,58.0,63.0,67.16227766016837,74.16227766016837,77.16227766016837

107,50,100,16,66,12,47,44,97,94,62,107
20.76393202250021,23.0,30.162277660168378,36.16227766016838,45.63441361516796,51.239964890631946,65.71210084563153,78.8352064712492,104.64659477209109,107.80887243225946,120.87113018055801,134.19568550089477

107,9,45,59,29,95,79,107
14.0,18.0,31.0,47.70820393249937,65.32397703836328,80.48950209895972,91.90371566133281,101.97478347319829

106,46,96,35,23,73,85,107
7.169048105154699,13.0,29.602325267042627,45.68508779734084,61.07025260447535,78.31646385571067,87.47874151587905,91.08429279134305

107,33,15,5,83,55,40,65,90,106
18.76393202250021,21.0,40.21954445729288,43.38182211746127,46.617890094961055,56.680147843259604,65.0,68.82842712474618,84.82842712474618,98.82842712474618
