Group 6
101
1261,31
31

21169,85,169,185,209
27.45881522230681437.65685424949238,83.0,89.65685424949238,99.86795680042036,113.14806668970088

21149,149,52,4,61,161,104,152,6,106,211
24.75378874876467733.0,40.47213595499958,59.0,64.41421356237309,67.24264068711929,81.29251630824018,93.45479396840855,100.5778995940262,107.5778995940262,126.63328473216363,136.46171185690983

21196,65,165,7,196,107,212
31.2917960675006338.0,54.071067811865476,65.48528137423857,76.0,87.47213595499957,100.91244246391014,107.74086958865632

21067,9,8,167,108,109,211
65.7639320225002168.0,80.21110255092798,86.45374323804727,95.45374323804727,103.68981121554705,117.07497602268155,136.13036116081898

20933,14,19,119,114,133,212
33.035.0,61.0,75.0,90.48528137423857,91.89949493661166,102.3863279171168,118.3863279171168

21184,82,184,34,2,182,134,102,209
38.040.0,49.47213595499958,52.88634951737268,61.210904837709435,71.37318249787782,80.49628812349548,88.96842407849505,103.03949189036052,109.16259751597818

21260,76,176,160,211
46.8166538263919748.81665382639197,63.0,83.81665382639197,89.81665382639197,91.81665382639197

20930,75,86,130,24,175,44,124,186,144,211
61.5857864376269163.0,72.24621125123532,82.64933548866817,91.88540346616796,105.48772873321059,117.48772873321059,127.90194229558368,140.5074935710477,148.5074935710477,159.33592069579385,175.3981784440924

21093,193,23,63,123,163,211
8.58578643762690410.0,26.0,62.92838827718412,72.0,86.92838827718413,99.41366965142268,112.41366965142268

21148,97,148,35,135,197,212
19.5463759529262933.0,50.524174696260026,63.996310651259606,76.60186192672359,94.45071972851969,106.05304499556232,118.05304499556232

21151,38,151,73,138,173,210
33.7198901107194841.0,43.236067977499786,58.88854381999832,68.0,77.07106781186548,84.07106781186548,91.48528137423857

20940,140,16,37,116,137,211
10.85786437626904925.0,49.42220510185596,59.746760422192715,86.23918292466337,99.71131887966293,117.74972369006822,124.74972369006822

20910,42,110,80,142,180,99,199,209
7.1715728752538110.0,47.0,57.89949493661167,81.0,91.0,94.16227766016839,97.32455532033676,118.5339280326353,127.1394793080993

20915,43,74,115,143,174,212
67.39444872453671.0,90.44030650891055,100.92558788314912,113.23929638213389,115.65350994450698,126.73627247480519,137.1504860371783

21247,29,147,66,166,129,212
11.3944487245360115.0,30.06225774829855,32.47647131067164,55.0,59.0,65.605551275464,73.605551275464

21239,25,125,139,209
35.039.0,61.0,69.0,78.0,89.0

20911,5,54,111,105,154,209
14.4559962546824723.0,35.0,40.16227766016838,61.57868552516712,72.18423680063111,77.18423680063111,86.5984503630042

20955,41,155,57,157,141,210
3.93774225170145112.0,17.0,26.4339811320566,38.0,45.0,49.236067977499786,61.06449510224598

21120,71,120,58,100,171,158,200,209
12.68629150101523924.0,36.0,43.16227766016838,76.0,84.41421356237309,99.41421356237309,107.65028153987288,125.09058804878343,136.92153994362874

21183,27,98,183,127,198,211
54.057.0,66.22453540846692,72.0,82.06225774829855,88.22453540846692,97.22453540846692,108.47074665970224

21281,70,68,181,168,170,209
62.92893218813452470.0,74.16227766016839,85.16227766016839,110.16227766016837,114.39834563766817,120.63441361516796,131.63441361516794

20931,17,77,131,177,117,211
55.3944487245360159.0,74.65685424949238,80.65685424949238,91.71911199779093,103.13332556016402,107.36939353766383,121.69394885800058

20994,78,18,194,50,178,46,118,146,150,211
6.87689437438233911.0,36.0,47.0,57.61577310586391,71.73887873148158,81.97494670898136,90.38916027135446,97.51226589697211,107.51226589697211,114.51226589697211,126.51226589697211

21122,122,45,145,211
24.5968757625671531.0,52.317821063276355,57.416840576869134,75.41684057686913,87.57911823703752

20990,88,59,190,159,188,212
23.92893218813452431.0,50.0,65.21954445729288,74.38182211746127,86.70637743779803,93.12059100017112,94.12059100017112

20912,112,32,132,91,191,211
31.90098048640721437.0,46.60555127546399,59.211102550927976,74.43064700822086,81.81581181535537,105.57886642959558,111.98199066702843

21213,92,87,113,192,187,211
51.76393202250021454.0,56.0,67.70820393249937,84.07752080935235,89.07752080935235,102.07752080935235,119.3418583318261

20926,126,1,101,211
26.8768943743823431.0,52.65247584249853,66.0,75.16227766016839,77.39834563766817

21289,95,195,189,53,153,211
29.6080432183549431.84411119585473,43.0,56.601470508735446,61.84411119585473,78.24723543328759,95.45833798421555,106.55735749780833

21121,36,62,136,72,121,172,64,162,164,211
17.12068308137608229.162277660168378,40.398345637668164,51.0,64.09901951359278,69.0,76.16227766016839,89.4423875494489,94.67845552694868,104.67845552694868,109.77747504054147,117.24961099554105

21179,179,3,56,28,128,156,103,209
32.5857864376269134.0,49.54400374531753,81.0,93.16227766016839,104.28538328578604,128.51692949751384,137.67920715768224,152.67920715768224,159.67920715768224
