Group 6
8
511,82
16

10410,60,103
53.054.0,66.04987562112089,84.04987562112089

10438,23,5,73,88,55,103
8.39767473295737317.0,35.0,45.0,56.82842712474619,71.82842712474618,81.43397840021018,86.43397840021018

10411,27,61,77,104
34.5857864376269136.0,56.0,62.0,75.0990195135928,81.26129717376118

10346,39,7,89,96,20,2,52,57,70,103
22.3591736031174530.35917360311745,44.359173603117455,61.0,64.23606797749979,74.35917360311745,79.35917360311745,86.35917360311745,100.84600658362258,108.00828424379097,124.81853391969763,136.91755343329044

10413,3,53,41,63,91,103
34.1033036410928939.93425553593819,53.0,69.06225774829855,75.44742255543305,91.93425553593819,94.93425553593819,103.17032351343798

1044,40,18,90,54,68,104
25.5968757625671532.0,44.0,61.180339887498945,66.18033988749895,76.18033988749895,84.18033988749895,90.34261754766733

1046,21,56,36,71,86,104
18.78045554270711328.0,58.0,62.236067977499786,67.65028153987288,79.65028153987288,89.25583281533687,101.37893844095453

10325,16,26,75,76,66,104
8.9377422517014517.0,54.0,67.0,81.18033988749895,87.27935940109174,93.27935940109174,104.36212193138996

10447,12,62,19,97,69,104
29.75735931288071634.0,48.0,56.08276253029822,60.91118965504441,64.91118965504441,77.1472576325442,90.1472576325442

10333,22,32,83,34,72,84,82,104
14.019.0,35.0,41.60555127546399,55.704570789056774,66.70457078905677,73.94063876655656,80.10291642672495,93.70846770218893,103.70846770218893

10335,85,14,64,50,100,104
8.9501243788791119.0,26.23606797749979,43.0,57.0,66.0,78.82842712474618,83.43397840021018

10417,9,43,93,59,67,103
29.39444872453601233.0,46.47213595499958,59.47213595499958,78.69168041229247,83.10589397466556,95.34196195216535,102.34196195216535

10337,87,49,99,104
31.90098048640721437.0,45.0,57.60555127546399,72.93010659580075,90.74676042219272

10431,15,44,65,1,51,81,8,94,58,104
19.1715728752538122.0,40.54400374531753,43.54400374531753,47.54400374531753,56.14955502078152,64.38562299828132,75.04247724777369,79.4566908101468,89.69275878764657,100.92882676514637,108.75725388989255

10442,29,92,28,45,79,78,95,104
21.0827625302982223.08276253029822,51.0,62.08276253029822,66.49697609267132,72.7396167797906,77.21175273479018,84.21175273479018,97.65205924370073,103.03722405083523

10324,30,48,98,80,74,104
30.83772233983162234.0,44.236067977499786,51.47213595499958,63.30056307974577,74.71477664211886,87.81379615571164,89.81379615571164
