Group 6
41
576,96
16

10617,67,106
38.614835192865544.0,56.0,68.82842712474618

1076,7,56,46,57,96,107
20.7639320225002123.0,38.61577310586391,47.73887873148157,59.56730585622776,63.690411481845416,74.69041148184542,93.17724446235056

10711,21,61,71,107
27.40511608265448733.236067977499786,56.0,64.23606797749979,79.29832572579834,93.39734523939111

10738,50,15,88,65,100,5,55,107
10.017.0,31.0,43.810249675906654,50.810249675906654,58.41580095137064,66.41580095137064,83.66201220260596,97.66201220260596,106.66201220260596

10727,34,18,8,84,68,58,77,106
41.3944487245360145.0,54.0,64.0,66.82842712474618,71.24264068711929,82.55634918610404,89.55634918610404,96.65536869969682,105.8749131569897

1072,52,19,28,20,69,70,78,106
13.80196097281443124.0,31.12310562561766,41.447660945954425,53.324555320336756,60.0,71.0,79.16227766016837,89.32455532033676,93.44766094595441

1079,29,59,79,22,72,107
14.019.0,49.0,60.60555127546399,66.70457078905677,70.70457078905677,89.92411524634966,94.52966652181365

10724,32,82,74,33,48,83,98,107
10.29530008928037422.0,24.23606797749979,37.236067977499786,44.39834563766817,50.64098632478745,62.24653760025144,72.24653760025144,76.66075116262454,78.66075116262454

10643,40,90,35,93,23,85,73,107
35.036.0,52.0,60.8309518948453,64.65937901959148,74.73044683145696,81.73044683145696,89.85355245707463,103.00649889504052,106.8349260197867

10614,3,4,36,54,64,86,53,106
9.7639320225002112.0,32.0,34.41421356237309,62.0,71.23606797749979,82.35917360311745,85.77338716549055,92.01602785260982,95.01602785260982

10730,16,66,80,107
2.338096210309398514.0,19.0,28.82842712474619,40.89949493661167,49.72792206135786

10741,25,91,75,26,76,107
23.92893218813452431.0,37.0,49.0,60.4339811320566,66.4339811320566,75.6700491095564,87.07317334698925

10749,99,42,31,92,1,81,51,106
49.3944487245360153.0,64.89949493661166,69.99851445020445,83.47065040520403,93.70671838270383,101.70671838270383,107.53514550745001,113.53514550745001,119.6974231676184

10612,44,39,37,89,94,62,87,107
37.5857864376269139.0,51.47213595499958,63.63441361516796,76.23996489063195,89.84143539936738,100.84143539936738,113.84143539936738,122.94045491296018,137.77140680780548

10645,95,10,60,107
34.041.0,60.264337522473745,73.26433752247374,86.34738349606832,97.34738349606832

10747,97,13,63,107
34.76393202250021437.0,55.704699910719626,60.704699910719626,82.74310472112492,95.8421242347177
