Group 6
3
551.09
16

103,16,47,66,27,97,77,103
3.9289321881345245,11.0,16.0,29.31370849898476,31.31370849898476,44.31370849898476,53.412728012577546,69.49549054287577

103,30,36,86,1,51,80,104
15.100505063388335,25.0,36.236067977499786,37.650281539872886,52.0,64.81024967590665,67.63867680065285,74.05289036302594

103,11,61,21,46,96,71,103
11.1690481051547,17.0,33.810249675906654,46.0,47.41421356237309,59.01976483783709,71.14287046345474,78.14287046345474

103,43,14,13,93,64,63,103
25.44577429393225,31.77032961426901,43.375880889733,59.0,77.770329614269,81.375880889733,82.79009445210609,101.83168903089839

103,19,28,69,22,78,34,72,84,104
3.937742251701451,12.0,30.0,36.0,61.0,72.0,82.0,88.47213595499957,101.67017498218515,110.50112687703044

103,29,48,26,76,98,79,103
18.805560344120504,22.928665969738166,38.0,40.41421356237309,61.22046203723879,73.45653001473858,87.92866596973816,103.01142850003639

103,39,89,2,32,52,82,103
5.76393202250021,8.0,14.0,46.0,53.0,57.0,67.12310562561765,77.12310562561765

104,31,15,6,81,56,18,3,53,68,65,104
2.9009804864072155,8.0,14.0,29.0,41.16227766016838,45.39834563766817,52.56062329783655,57.796691275336336,67.5048952078357,73.82945052817246,80.82945052817246,83.06551850567224

103,49,38,35,85,88,99,103
27.633953726038694,29.870021703538484,43.03229936370687,58.0,78.0415945787923,83.87002170353848,95.87002170353848,108.03229936370687

103,8,58,7,57,24,74,104
12.0,13.0,27.70820393249937,49.0,67.18033988749895,77.18033988749895,88.23572502563637,92.06415215038255

104,50,100,25,37,75,87,104
19.0,20.0,36.7648230602334,52.98436751752629,60.98436751752629,65.39858107989939,76.0143541857633,86.25042216326308

104,10,41,40,60,91,90,103
7.76393202250021,10.0,21.0,43.0,54.3851648071345,59.621232784634294,64.78351044480267,84.07914058578967

104,4,20,33,70,83,54,103
41.52786404500042,46.0,58.0,70.23606797749979,87.13556291411146,99.07983482411062,103.07983482411062,114.32604607534594

103,12,5,55,62,103
35.83772233983162,39.0,51.0,62.12310562561766,77.95405752046295,95.7643071963696

104,44,42,45,94,9,92,59,95,103
43.78045554270712,53.0,61.099019513592786,74.0990195135928,84.31012206452075,94.43322769013844,100.6758683772577,107.1480043322573,119.31028199242567,126.5903918817062

103,23,17,67,73,103
4.9289321881345245,12.0,39.0,55.40312423743285,69.64576492455214,81.47419204929832
