Group 6
45
508,01
15

10639,10,21,33,71,83,6,60,56,89,107
23.025.0,41.05538513813742,54.217662798305795,64.63187636067889,66.63187636067889,74.87451704779818,77.87451704779818,80.11058502529796,99.11058502529796,103.27286268546635,104.27286268546635

10728,7,78,57,107
23.027.0,40.0,51.16227766016838,70.2176627983058,85.8334359041697

10623,40,73,11,61,90,107
33.037.0,52.324555320336756,55.324555320336756,67.48683298050514,80.48683298050514,91.72290095800493,103.72290095800493

10715,18,68,65,8,58,106
10.5278640450004215.0,35.0,44.21954445729288,51.047971582039075,66.04797158203908,77.04797158203908,89.87639870678527

10743,24,14,74,45,64,93,95,107
17.25193590220471420.414213562373092,34.0,39.0,41.236067977499786,59.0,68.0,77.41421356237309,93.69432345165362,99.10853701402671

10636,86,3,35,53,85,107
9.8377223398316213.0,23.0,30.605551275463988,42.60555127546399,56.78589116296294,65.39144243842694,73.21986956317312

10722,41,2,91,52,72,106
56.5857864376269158.0,64.08276253029823,70.31883050779801,83.9756847572904,87.13796241745877,94.38060310457806,104.43598824271547

10738,27,88,12,77,62,107
21.8196601125010533.0,43.0,56.8309518948453,63.8309518948453,76.37495564016282,85.37495564016282,92.20338276490901

10630,49,29,99,80,79,107
54.5857864376269156.0,66.0,79.0,91.0,94.41421356237309,110.81733779980594,124.90010033010417

10646,96,47,31,97,81,107
33.034.0,40.0,54.0,67.605551275464,81.67661908732947,87.50757098217477,93.91069521960762

10742,92,17,5,37,67,87,55,107
13.7639320225002116.0,25.414213562373096,45.0,55.099019513592786,65.92997140843809,77.53552268390207,83.53552268390207,98.07952642921961,105.9079535539658

10719,4,44,16,25,69,66,54,94,75,106
10.61483519286549516.0,25.213938275320217,41.0,48.0,56.12310562561766,64.72865690108165,74.97129758820094,82.21393827532022,94.3762159354886,102.7904294978617,113.03307018498099

10726,50,32,76,82,100,107
32.7804555427071242.0,51.0,64.0,73.82842712474618,77.65685424949238,83.26240552495636,91.26240552495636

10634,9,48,59,98,84,107
42.043.0,49.0,58.324555320336756,71.44766094595442,77.44766094595442,89.44766094595442,108.49753656707531

1071,13,51,63,20,70,107
30.83772233983162234.0,48.12310562561766,60.28538328578604,71.52145126328583,85.64455688890348,104.5729451660876,112.5729451660876
